dossier_reference,origine,statut_traitement,statut_site,site_id,titre_source,communes_source,insee_source,adresses_source,lieux_dits_source,denominations_source,activites_codes,secteurs_codes,installations_codes,periodes_activite_codes,periodes_source_codes,localisation_statut_code,longitude_source,latitude_source,decision_rapprochement,dossier_url,type_dossier_source,composants_non_productifs_source
IA00060922,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Écouché,61153,Général Warabiot (rue du) 38,,moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,-0.12534618127495453,48.719653456306716,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/607b0df3-dc2c-4556-bbfa-194b1c5a50d6,dossier individuel,
IA00060923,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tréfilerie,Échauffour,61150,,Moulin de Launay (Le),tréfilerie,trefilage_metaux,metallurgie_travail_metaux,usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.4426513875149679,48.72229256237111,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/67f8daae-b4c8-462c-8a2d-e1f20bf09b42,dossier individuel,
IA00060924,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"collège, chocolaterie dite chocolaterie de l'Abbaye Suisse Normande",Tinchebray,61486,Nord (boulevard du) 12,,collège | chocolaterie,fabrication_chocolat,agroalimentaire,chocolaterie,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | mutations_reconversions,source_non_controlee,-0.7376923693192089,48.764430764141196,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/ed090b86-b0ae-40c3-8865-e0ff69567378,dossier individuel,collège
IA00060925,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,usine de quincaillerie,Tinchebray,61486,Nord (boulevard du) 8,,usine de quincaillerie,fabrication_quincaillerie,metallurgie_travail_metaux,usine,,industrialisation_rail_vapeur,source_non_controlee,-0.7361508043715965,48.764776162357265,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/dab5894f-f425-4339-aa5e-74112201dc4d,dossier individuel,
IA00060927,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"moulin à papier, usine de quincaillerie dit moulin de Rochefort",Tinchebray,61486,,Landes (Les),moulin à papier | usine de quincaillerie,fabrication_papier | fabrication_quincaillerie,bois_papier_imprimerie | metallurgie_travail_metaux,papeterie | usine,,industrialisation_rail_vapeur,source_non_controlee,-0.7193199802807806,48.75221904865296,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/bc846388-04b3-4ee9-8512-d9ea8d170580,dossier individuel,
IA00060928,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,usine de quincaillerie,Tinchebray,61486,,Moulin Noir,usine de quincaillerie,fabrication_quincaillerie,metallurgie_travail_metaux,usine,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,-0.7613233351041298,48.76008671867491,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/efb0da58-bc5b-45cc-9a13-7e4697b7be1e,dossier individuel,
IA00060929,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"tonnellerie, usine de boissellerie",Tinchebray,61486,,Pont Notre-Dame,tonnellerie | usine de boissellerie,travail_bois | travail_bois,bois_papier_imprimerie,tonnellerie | usine,,industrialisation_rail_vapeur,source_non_controlee,-0.7337986067249093,48.757412437703714,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/fd9989f4-cad5-4cac-af74-945cb69b8a71,dossier individuel,
IA00060930,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"moulin à farine, usine de quincaillerie",Tinchebray,61486,sous la tour,,moulin à farine | usine de quincaillerie,mouture_cereales | fabrication_quincaillerie,agroalimentaire | metallurgie_travail_metaux,moulin | usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.7265341545503523,48.76228556951085,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/6dbbf757-cc58-4f38-9949-a020e2f2453b,dossier individuel,
IA00060931,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,scierie,Dompierre,61146,,,scierie,sciage_bois,bois_papier_imprimerie,scierie,,modernisation_apres_guerre,source_non_controlee,-0.5511232641221355,48.635011120752075,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/2e457791-3208-4a23-bbc8-ddc223ce30e2,dossier individuel,
IA00060933,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Saint-Pierre-d'Entremont,61445,,Rochette (La),moulin à farine,mouture_cereales,agroalimentaire,moulin,,revolution_premiere_industrialisation,source_non_controlee,-0.6602527868269009,48.803474689858824,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/7e88c5db-ce9d-446d-b6f4-51cb5bd420c0,dossier individuel,
IA00060934,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tannerie,Vimoutiers,61508,,,tannerie,tannerie_cuir,textile_habillement_cuir,tannerie,,industrialisation_rail_vapeur,source_non_controlee,0.20071242022642669,48.91627337167701,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/3c7f9eb5-db5e-476a-a1ab-91d6270de979,dossier individuel,
IA00060935,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,usine de teinturerie,La Carneille,61073,,,usine de teinturerie,ennoblissement_textile,textile_habillement_cuir,usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.4467104041473739,48.778021488427726,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/be4d1083-c2d1-40cc-b09d-cacc6979f5ae,dossier individuel,
IA00060936,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,cidrerie,Montreuil-au-Houlme,61290,,Crestinière (La),cidrerie,production_cidre,agroalimentaire,cidrerie,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.2780721021999237,48.692408942351854,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/53e8a5b3-c08f-4c2c-9ae7-b18cdf3e3c55,dossier individuel,
IA00060937,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,fromagerie industrielle,Montreuil-la-Cambe,61291,,Cambette (La),fromagerie industrielle,transformation_lait,agroalimentaire,fromagerie,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.02796682798893687,48.881864160331716,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/5ede3b04-daf5-4e69-ad68-9b77f385c0d2,dossier individuel,
IA00060940,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,fromagerie industrielle,Le Renouard,61346,,Parcs Creviers (Les),fromagerie industrielle,transformation_lait,agroalimentaire,fromagerie,,industrialisation_rail_vapeur,source_non_controlee,0.08546717946813655,48.922063889109275,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/5e0446e2-3107-4c4c-9cf1-c34230199052,dossier individuel,
IA00060941,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,abattoir,L'Aigle,61214,Fonte (rue de la) 15,,abattoir,transformation_viande,agroalimentaire,abattoir,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.6372064762998755,48.765257009535624,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/859dc28b-a0dd-48b7-8d21-c07aebc0c394,dossier individuel,
IA00060942,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Feings,61160,,Moulin de la Vigne (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.6876014423196568,48.543302278345934,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/9b96d451-5274-404c-87fa-3478b0e5a352,dossier individuel,
IA00060943,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"tréfilerie de Sainte-Colombe, puis S.A. le Domaine du Tremblay, puis fromagerie et laiterie industrielle dite Société Laitière et Fromagère de Sainte-Gauburge, puis S.A. la Normandie Centrale, puis Société Coopérative Agricole Groupement Laitier du Perche",Échauffour,61150,,Farcière (la),tréfilerie | fromagerie industrielle | laiterie industrielle,trefilage_metaux | transformation_lait | transformation_lait,agroalimentaire | metallurgie_travail_metaux,fromagerie | laiterie | usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.42377001488293714,48.71877264250391,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/1a7eedac-04bd-4881-bb48-2080a95b1611,dossier individuel,
IA00060944,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Sainte-Marguerite-de-Carrouges,61419,,Moulin de Chandon (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,revolution_premiere_industrialisation,source_non_controlee,-0.16488350134372773,48.60277354668637,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/7d7d2119-f7e5-46e6-97dd-d61aad882d6e,dossier individuel,
IA00060946,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,affinerie de fer,Saint-Patrice-du-Désert,61442,,Forge de Cossé (La),affinerie,affinage_metaux,metallurgie_travail_metaux,affinerie,,avant_1789,source_non_controlee,-0.3087563401074108,48.53749306350746,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/728446d8-33e1-478b-a982-3160a704578f,dossier individuel,
IA00060947,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,haut fourneau de la Vie,Saint-Patrice-du-Désert,61442,,Fourneau (Le),haut fourneau,production_fonte,metallurgie_travail_metaux,haut_fourneau,,avant_1789,source_non_controlee,-0.2738351584861904,48.54036895779481,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/53a602b0-f4bb-4d15-b8e7-e7baafd71d09,dossier individuel,
IA00060948,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,fenderie de fer,Le Champ-de-la-Pierre,61085,,Fendrie (La),fenderie,fabrication_metaux,metallurgie_travail_metaux,usine,,avant_1789,source_non_controlee,-0.20874927923710654,48.604686640175466,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/61cddbc2-8135-4bde-a3c3-1fb5bfe39ca8,dossier individuel,
IA00060949,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,affinerie de fer dite forge de la Roche,Livaie,61228,,,affinerie,affinage_metaux,metallurgie_travail_metaux,affinerie,,avant_1789,source_non_controlee,-0.04610786425835532,48.48598975471081,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/7b5b8c23-8a44-4527-a889-bdee6180094a,dossier individuel,
IA00060951,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Macé,61240,,Moulin de l'Abbé (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.1315359055881659,48.630170421599395,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/9d7ad0b2-563f-4e06-9980-c53f6e84720f,dossier individuel,
IA00060952,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"édifice sportif, abattoirs municipaux, usine de confection",Sées,61464,Cours (rue du) 1,,édifice sportif | abattoir | usine de confection,transformation_viande | confection_habillement,agroalimentaire | textile_habillement_cuir,abattoir | usine,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.16588783177666402,48.60740178148363,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/4d314546-51bf-4db1-b15b-319fb6dd8a67,dossier individuel,édifice sportif
IA00060953,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"tuilerie, briqueterie, fonderie, usine d'appareils de levage et de manutention",Sées,61464,Alençon (route d'),,tuilerie | briqueterie | fonderie | usine d'appareils de levage et de manutention,fabrication_tuiles | fabrication_briques | fonderie | construction_mecanique,mecanique_electrique | metallurgie_travail_metaux | verre_ceramique_materiaux_construction,briqueterie | fonderie | tuilerie | usine,,industrialisation_rail_vapeur | modernisation_apres_guerre,source_non_controlee,0.16919743982393015,48.59815555434551,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/740f93c2-905a-47be-a64e-f5d4fc634900,dossier individuel,
IA00060954,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Mantilly,61248,,Dompierre,moulin à farine,mouture_cereales,agroalimentaire,moulin,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.8397089145407072,48.49331983120022,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/c81cdf0c-018e-45ed-bba1-50dcaa30b325,dossier individuel,
IA00060955,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"moulin à farine, fromagerie industrielle",Mantilly,61248,,Morette,moulin à farine | fromagerie industrielle,mouture_cereales | transformation_lait,agroalimentaire,fromagerie | moulin,,revolution_premiere_industrialisation | industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.8472263171344901,48.52116787299539,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/ef3a7c19-0544-4f07-9e07-0cf77e010556,dossier individuel,
IA00060957,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"cidrerie, distillerie",Mantilly,61248,,Vectière (La),cidrerie | distillerie,production_cidre | distillation_alimentaire,agroalimentaire,cidrerie | distillerie,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.7977796025755088,48.51851729822556,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/ab5a149f-e2fb-4e99-b2c1-c5d8fb7fb11f,dossier individuel,
IA00060958,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"moulin à farine, minoterie",Héloup,61203,,Moulin de Baudet (Le),moulin à farine | minoterie,mouture_cereales | mouture_cereales,agroalimentaire,minoterie | moulin,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.01581898040284017,48.401991472377084,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/3ab74151-dd0a-46cf-a3f8-7f11ee27fdf1,dossier individuel,
IA00060960,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"affinerie, filature",Saint-Clair-de-Halouze,61376,,Forge (La),affinerie | filature,affinage_metaux | filature_textile,metallurgie_travail_metaux | textile_habillement_cuir,affinerie | filature,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.6437537047199444,48.68365383940785,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/0306d4b3-8692-4c40-8640-de1f76f88832,dossier individuel,
IA00060961,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,ensemble d'industrie extractive (mine de fer) dit mine de Halouze,Saint-Clair-de-Halouze,61376,,,ensemble d'industrie extractive,extraction_miniere,extraction,complexe_industriel,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.6077747799235949,48.6884041207369,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/e984344e-385e-4d31-a12f-3588c6e30e59,dossier individuel,
IA00060962,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,affinerie de fer dite affinerie de la Sauvagère,Saint-Michel-des-Andaines,61431,,Forge (La),affinerie,affinage_metaux,metallurgie_travail_metaux,affinerie,,avant_1789,source_non_controlee,-0.4227953906756073,48.6008196800106,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/c624f6f0-1bd4-4afa-8a3e-7fdea4bb56fe,dossier individuel,
IA00060964,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,usine de fabrication des métaux,Champsecret,61091,,Varenne,usine de fabrication des métaux,fabrication_metaux,metallurgie_travail_metaux,usine,,avant_1789,source_non_controlee,-0.5942810838844449,48.63305192142125,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/c95a8a17-616e-46d7-ba9d-b03b02b14bc1,dossier individuel,
IA00060966,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,briqueterie,Champsecret,61091,,Briqueterie (La),briqueterie,fabrication_briques,verre_ceramique_materiaux_construction,briqueterie,,industrialisation_rail_vapeur,source_non_controlee,-0.5254286147529699,48.57990425977285,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/0fb574a5-ab82-4f92-b840-17614db01ad2,dossier individuel,
IA00060967,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tissage (tissage de mèches),Saint-Pierre-du-Regard,61447,,Pont-Erembourg,tissage,tissage,textile_habillement_cuir,tissage,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.5175209109490958,48.849596721397795,candidat_a_verifier,https://inventaire-patrimoine.normandie.fr/dossier/fa88004f-3ff9-4d93-809f-00b9ffddaf48,dossier individuel,
IA00060968,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"moulin à farine, minoterie",Bursard,61068,,Moulin de sou,moulin à farine | minoterie,mouture_cereales | mouture_cereales,agroalimentaire,minoterie | moulin,,industrialisation_rail_vapeur,source_non_controlee,0.21866275176172317,48.53527975175628,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/113c1b7b-9ebd-483a-9e41-5cf433fb6bb7,dossier individuel,
IA00060970,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,fromagerie industrielle,Condé-sur-Sarthe,61117,Saint Germain (rue de) 20,,fromagerie industrielle,transformation_lait,agroalimentaire,fromagerie,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.05816789272019933,48.42609716553136,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/c97d1fa8-e322-4894-97c8-3b32cf669b26,dossier individuel,
IA00060972,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,moulin à farine,Alençon,61001,"Sarthe (rue de) 30, 32",,moulin à farine,mouture_cereales,agroalimentaire,moulin,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.08694993877432727,48.426870691394534,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f3939d65-589d-4789-bc19-ce6e5b677ce4,dossier individuel,
IA00060973,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,usine de teinturerie,Alençon,61001,Isle (rue de l') 16,,usine de teinturerie,ennoblissement_textile,textile_habillement_cuir,usine,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.09399479316808139,48.42569315346296,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/54d78796-8468-4959-b5b4-ee3ab628d1aa,dossier individuel,
IA00060974,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,imprimerie,Alençon,61001,Demees (rue) 25 à 31,,imprimerie,imprimerie,bois_papier_imprimerie,imprimerie,,industrialisation_rail_vapeur,source_non_controlee,0.09544653470660579,48.432462591051575,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/9c4b41ff-ee6b-45c7-ab84-14188c9443d5,dossier individuel,
IA00060975,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,imprimerie,Alençon,61001,Halle aux Toiles (rue de la) 11,,imprimerie,imprimerie,bois_papier_imprimerie,imprimerie,,industrialisation_rail_vapeur,source_non_controlee,0.08818118188606536,48.431501222964116,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/2719459f-508c-4f76-939f-2b0b402d8bd0,dossier individuel,
IA00060976,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,usine de bonneterie,Alençon,61001,Demees (rue) 38,,usine de bonneterie,bonneterie,textile_habillement_cuir,usine,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.09542049005375318,48.43097654342245,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/ecb27de1-d7d8-4152-89c9-666d84d34e40,dossier individuel,
IA00060978,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tissage dit tissage du Bas de Maure,La Ferté-Macé,61168,Forêt d'Andaine (boulevard de la),Maure,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.36609256043580807,48.58750969911502,candidat_a_verifier,https://inventaire-patrimoine.normandie.fr/dossier/59ce6d56-7a0e-4826-ba09-ab294de9d60c,dossier individuel,
IA00060979,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tissage dit tissage de Maure,La Ferté-Macé,61168,Oisivière (rue de l'),Maure,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.36693306094708267,48.58601834500957,candidat_a_verifier,https://inventaire-patrimoine.normandie.fr/dossier/380fd45e-908b-4386-8d70-9f936498201c,dossier individuel,
IA00060980,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"moulin à farine, tissage",La Ferté-Macé,61168,,Fimbrune,moulin à farine | tissage,mouture_cereales | tissage,agroalimentaire | textile_habillement_cuir,moulin | tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.3713484886426191,48.59831804884251,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/e0de9762-7cc8-49cb-9358-5bcfa17e7155,dossier individuel,
IA00060981,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tissage,Antoigny,61004,,Vallée de Cour (La),tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.36008034467064526,48.53887109905953,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/aa9ee811-5b12-4449-8e94-fbcaaaa8b4f4,dossier individuel,
IA00060983,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tissage,La Ferté-Macé,61168,Pierre Neveu (rue) 7,,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.35510925507739655,48.59104321610261,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/2e99c1b5-8bfc-4387-86ac-1596e83cd008,dossier individuel,
IA00060984,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tissage,La Ferté-Macé,61168,"Pierre Neveu (rue) 16, 16bis",,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.3531600186799498,48.592394661601496,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/78e1fad2-c0be-4e5b-b7df-6bb477e67485,dossier individuel,
IA00060985,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,tissage de Beaudouet,La Ferté-Macé,61168,Cinq Frères Robinet (rue des),,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,-0.35661951985623513,48.58559856324326,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/ce341681-0375-4078-89b5-e003e49508f4,dossier individuel,
IA00060986,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,usine de blanchiment,La Ferté-Macé,61168,Pierre Neveu (rue),,usine de blanchiment,ennoblissement_textile,textile_habillement_cuir,usine,,industrialisation_rail_vapeur,source_non_controlee,-0.3515183164614459,48.593251226433395,candidat_a_verifier,https://inventaire-patrimoine.normandie.fr/dossier/d42c29fe-0cfa-42e9-ba94-69f4febcbc51,dossier individuel,
IA00060987,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,scierie,Coulonges-sur-Sarthe,61126,Scierie (rue de la),,scierie,sciage_bois,bois_papier_imprimerie,scierie,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.3546995847614367,48.51617139095375,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/1f07c5e6-4b27-4e33-af62-7d755e0abf9d,dossier individuel,
IA00060989,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,laiterie industrielle et abattoirs du Pont Morin,La Chapelle-d'Andaine,61096,,,laiterie industrielle | abattoir,transformation_lait | transformation_viande,agroalimentaire,abattoir | laiterie,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.4805735772865292,48.535114719692956,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/12e4344b-d4fe-437a-a8b3-d1c5f8cc5cd0,dossier individuel,
IA00060990,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,laiterie industrielle,La Chapelle-d'Andaine,61096,,Gare (La),laiterie industrielle,transformation_lait,agroalimentaire,laiterie,,industrialisation_rail_vapeur,source_non_controlee,-0.4828111922657886,48.52920526858741,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/36ae0b31-d205-40a7-bed8-99192753499b,dossier individuel,
IA00060991,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,"moulin à farine, minoterie",Saint-Germain-du-Corbéis,61397,,,moulin à farine | minoterie,mouture_cereales | mouture_cereales,agroalimentaire,minoterie | moulin,,industrialisation_rail_vapeur | modernisation_apres_guerre,source_non_controlee,0.05865904024325972,48.42505603493437,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/ad16d5d6-1455-495d-be64-efc9506a971f,dossier individuel,
IA00060992,phase8_restant_officiel,structure_classee_a_enrichir,site_provisoire_a_verifier,,laiterie industrielle,Tanville,61480,,,laiterie industrielle,transformation_lait,agroalimentaire,laiterie,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.006454302830457382,48.56828334432721,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/88fbe533-0c24-4bdd-8b87-59be65cd9732,dossier individuel,
