dossier_reference,origine,statut_traitement,statut_site,site_id,titre_source,communes_source,insee_source,adresses_source,lieux_dits_source,denominations_source,activites_codes,secteurs_codes,installations_codes,periodes_activite_codes,periodes_source_codes,localisation_statut_code,longitude_source,latitude_source,decision_rapprochement,dossier_url
IA00060990,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,8101a6f2-adf3-4101-a9c6-913ca4349f43,laiterie industrielle,La Chapelle-d'Andaine,61096,,Gare (La),laiterie industrielle,transformation_lait,agroalimentaire,laiterie,,industrialisation_rail_vapeur,source_non_controlee,-0.4828111922657886,48.52920526858741,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/36ae0b31-d205-40a7-bed8-99192753499b
IA00060991,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,53d0fa1c-f18a-4c56-824e-b0d071cf7996,"moulin à farine, minoterie",Saint-Germain-du-Corbéis,61397,,,moulin à farine | minoterie,mouture_cereales | mouture_cereales,agroalimentaire,minoterie | moulin,,industrialisation_rail_vapeur | modernisation_apres_guerre,source_non_controlee,0.05865904024325972,48.42505603493437,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/ad16d5d6-1455-495d-be64-efc9506a971f
IA00060992,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,fffbc435-c557-44fb-ab67-1dac10d2c73b,laiterie industrielle,Tanville,61480,,,laiterie industrielle,transformation_lait,agroalimentaire,laiterie,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.006454302830457382,48.56828334432721,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/88fbe533-0c24-4bdd-8b87-59be65cd9732
IA00060993,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,ab99178c-4c96-40b8-a39c-91bb032fa928,fromagerie industrielle,Champsecret,61091,,,fromagerie industrielle,transformation_lait,agroalimentaire,fromagerie,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.5210229183172824,48.633852240304265,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/13843bb0-ed07-4e18-9787-35ece5924bb2
IA00060995,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,d2c21b8d-90e9-4d1a-a7f6-ded574668a0b,moulin à farine,Coulonges-sur-Sarthe,61126,,Moulin de l'Ormois (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.41052370587095904,48.52535771622874,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f06b42c8-e496-44f5-8495-3262fa753fb5
IA00060996,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,1ffa46ea-1b76-45e5-ad47-79d90a4cb66c,"moulin à farine, minoterie",Saint-Denis-sur-Sarthon,61382,,Moulin du Pont (Le),moulin à farine | minoterie,mouture_cereales | mouture_cereales,agroalimentaire,minoterie | moulin,,industrialisation_rail_vapeur,source_non_controlee,-0.054169517871242835,48.45697351623695,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/80a70c8b-65b9-4427-8298-dcb027b9879b
IA00060998,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,f3ec9f6e-9019-41f0-b676-f773b1df8ecc,usine de blanchiment,La Ferté-Macé,61168,Pierre Neveu (rue),,usine de blanchiment,ennoblissement_textile,textile_habillement_cuir,usine,,industrialisation_rail_vapeur,source_non_controlee,-0.3513550551054596,48.59409313716629,rejete_sites_distincts,https://inventaire-patrimoine.normandie.fr/dossier/db919e83-c99a-4a83-9e4d-e29fbec073c0
IA00060999,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,af259e15-2269-4cda-9cd7-399337ca8699,tissage de mèches,La Ferté-Macé,61168,Lavanderie (rue de la) 7 à 13,,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.3557096182839403,48.59215170505885,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f84bbf5d-7272-4e9e-9fad-ab9e9f645023
IA00061000,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,40517d62-97c2-45c0-ab20-7ba8e8208b7b,usine de chaussures,La Ferté-Macé,61168,Gérard de Contades (boulevard de) 21,,usine de chaussures,fabrication_chaussures,textile_habillement_cuir,usine,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.363937686023522,48.5943142273993,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f85f3485-6326-4372-885b-e0d294ec427a
IA00061004,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,f11d86b8-26ef-4063-abca-62dfc53346b1,four à chaux,Les Rotours,61354,,Rotouraux (Les),four à chaux,fabrication_chaux_ciment,verre_ceramique_materiaux_construction,four_chaux,,avant_1789 | revolution_premiere_industrialisation,source_non_controlee,-0.2753894674846308,48.780188243486506,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/23ab383d-e20c-4b4d-b6d3-7962c8fd9038
IA00061005,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,6365d6cf-c798-40d4-b227-be197294236d,usine de céramique,Alençon,61001,Quackenbruck (avenue de) 112,,usine de céramique,fabrication_ceramique,verre_ceramique_materiaux_construction,usine,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.10181440925316419,48.43743466934021,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/97b4191e-c33e-481f-bf87-e773cd2b9f3d
IA00061006,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,6d353f97-53fb-4b9f-8fa0-7af90b194cac,usine d'extraction dite Mine de Halouze,Saint-Clair-de-Halouze,61376,,Bocagerie (La),usine d'extraction,extraction_miniere,extraction,usine_extraction,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.5917176265599445,48.686277999319834,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/3d33f56e-0804-4bb8-91e8-d2d997de498c
IA00061007,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,14bac7b9-67e1-4791-a612-e54729b4a2c8,usine d'extraction dite Mine de Halouze,Saint-Clair-de-Halouze,61376,,Puits 1 (Le),usine d'extraction,extraction_miniere,extraction,usine_extraction,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.6095382943785913,48.6867660287051,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/550a98cc-1b6a-44d2-86af-4f2eedb20d38
IA00061009,phase8_restant_officiel,canonise_phase8,site_canonique_composant_non_productif,8e9fa78e-96f9-4b8c-849c-0108747b9841,cité ouvrière,Saint-Clair-de-Halouze,61376,,Cités (Les),cité ouvrière,,,,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,-0.623017450947038,48.68837391016504,relation_site_a_etablir,https://inventaire-patrimoine.normandie.fr/dossier/8c1faae4-d089-4889-a1cb-f600f23c2578
IA00061011,phase8_restant_officiel,canonise_phase8,site_canonique_composant_non_productif,0e09a2f4-299f-4f16-9698-7cf04a159af6,cité ouvrière,Le Châtellier,61102,,Cités Lebardier (Les),cité ouvrière,,,,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,-0.5998027745897359,48.67987536530827,relation_site_a_etablir,https://inventaire-patrimoine.normandie.fr/dossier/c6c14420-21dd-40da-980d-6b02452883d5
IA00061012,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,bb7b583c-f044-45fc-946d-f558e6ac4c16,tuilerie,Mâle,61246,,Gibet (Le),tuilerie,fabrication_tuiles,verre_ceramique_materiaux_construction,tuilerie,,industrialisation_rail_vapeur,source_non_controlee,0.7713256440320315,48.2686509588068,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/213ecea3-3d49-4529-add8-8f28bc3ae096
IA00061013,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,e09b8595-3693-4a8b-862a-29bb51b66ba4,"moulin à farine, usine de passementerie, tréfilerie",Aube,61008,,Moulin-Neuf (Le),moulin à farine | usine de passementerie | tréfilerie,mouture_cereales | passementerie | trefilage_metaux,agroalimentaire | metallurgie_travail_metaux | textile_habillement_cuir,moulin | usine,,revolution_premiere_industrialisation,source_non_controlee,0.5274112858799045,48.73320393603203,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/43c3eab5-6bba-4329-a3d0-38340573450a
IA00061014,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,b7c72c17-6899-4872-a082-099165853ccb,moulin à blé,Buré,61066,,Moulin de Buré (Le),moulin à blé,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.39902429624003866,48.51461180902814,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/4578b822-7195-4082-969b-ed4bbed80047
IA00061016,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,9ac008df-a9e2-48c9-9870-33f7192bd62a,moulin à farine,Perche en Nocé,,,Ferrière (La) ; Nocé,moulin à farine,mouture_cereales,agroalimentaire,moulin,,avant_1789 | industrialisation_rail_vapeur,source_non_controlee,0.6795352564891781,48.373421371551586,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/b5c7d602-d531-487f-b2f9-19bd9c3c4678
IA00061017,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,c42b9b6b-73d1-4e54-baa3-1d274074b40b,haut fourneau,Saint-Pierre-des-Loges,61446,,Logeard,haut fourneau,production_fonte,metallurgie_travail_metaux,haut_fourneau,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.47107520884908993,48.729917572316616,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/345d91f0-a734-4f62-914f-8be1089f6b52
IA00061018,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,4e6a7ff4-f320-4c5c-9f8d-3ccb9e689383,"moulin à papier, tannerie dite Tanneries de Saint Hilaire",Saint-Hilaire-sur-Risle,61406,,,moulin à papier | tannerie,fabrication_papier | tannerie_cuir,bois_papier_imprimerie | textile_habillement_cuir,papeterie | tannerie,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.49113624004081174,48.73252775980497,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/0b246630-95bd-4651-9664-b916468d17ce
IA00061019,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,ce0a98a1-4910-4b8e-b1ee-89b08b6180f4,moulin à farine,Saint-Hilaire-sur-Risle,61406,,Moulin de Saint-Hilaire (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.4999379187621098,48.733657354051495,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/daac4840-acf9-4c58-83b2-26a9496d7a1a
IA00061020,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,3f71f451-d55b-4327-91a4-6ae82114cc86,moulin à farine,Bazoches-sur-Hoëne,61029,,Moulin de Mondion,moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.4612337411147238,48.55237272133745,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/fd691cfe-e962-4291-b18b-4626c13aec31
IA00061022,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,5a4c0d0c-6ab0-4b77-afb5-e0e1091a4292,moulin à farine,Sainte-Scolasse-sur-Sarthe,61454,,Moulin du Mesnil (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,avant_1789 | revolution_premiere_industrialisation,source_non_controlee,0.42005312719666027,48.57870303408991,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/a338d4a1-0f8c-468d-8518-7c02f3e96502
IA00061023,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,d0eafed6-a138-4b49-94f9-e337a2eaba31,usine de fabrication des métaux,Le Champ-de-la-Pierre,61085,,Forge (La),usine de fabrication des métaux,fabrication_metaux,metallurgie_travail_metaux,usine,,avant_1789 | industrialisation_rail_vapeur,source_non_controlee,-0.2161534112727755,48.6129582002657,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/415450d3-1ffd-44e3-a9f5-e534aef18bae
IA00061024,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,eecbfaa3-35fa-488f-841f-08c92b88d293,"haut fourneau, fonderie",Sainte-Marguerite-de-Carrouges,61419,,Fourneau (Le),haut fourneau | fonderie,production_fonte | fonderie,metallurgie_travail_metaux,fonderie | haut_fourneau,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.16991199507705526,48.588307749762606,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/a02dcabd-ba7c-44e8-bf61-6a825a5c4b2b
IA00061025,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,4d1cc2e0-20de-4869-9296-0101922e86af,affinerie dite forge de Carrouges,Saint-Martin-l'Aiguillon,61427,,Forge (La),affinerie,affinage_metaux,metallurgie_travail_metaux,affinerie,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.17988401247012287,48.57844481973463,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/eb7a8df9-2258-477e-9c1f-e3dfed7313df
IA00061026,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,6126ffa2-5e97-416c-99d7-1186381b3b8b,"moulin à farine, usine de chaudronnerie dit moulin d'Aube, puis usine de chaudronnerie du moulin d'Aube",Aube,61008,Paris (route de) 73,,moulin à farine | usine de chaudronnerie,mouture_cereales | fabrication_metaux,agroalimentaire | metallurgie_travail_metaux,moulin | usine,,industrialisation_rail_vapeur,source_non_controlee,0.5462089443527636,48.74048480448767,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/c7d7cd67-02fb-46fd-8c05-4e32a6cd3143
IA00061028,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,2941a842-f518-470d-8f2f-070e35ea1a4d,moulin à farine,Beaufai,61032,,Moulin de Beaufai,moulin à farine,mouture_cereales,agroalimentaire,moulin,,revolution_premiere_industrialisation | industrialisation_rail_vapeur | modernisation_apres_guerre,source_non_controlee,0.5140630015718455,48.735275248094275,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/0439fa26-5f51-48aa-a6b7-47d3bb459f21
IA00061030,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,8531585d-6c8d-416f-be04-2d2088882e3e,"moulin à papier, tréfilerie",Rai,61342,,Ferme du Moulin à Papier,moulin à papier | tréfilerie,fabrication_papier | trefilage_metaux,bois_papier_imprimerie | metallurgie_travail_metaux,papeterie | usine,,avant_1789 | industrialisation_rail_vapeur,source_non_controlee,0.5961307319639736,48.752784541821384,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/1bcc0808-2397-4e51-8d4b-cbbb7b198c4a
IA00061033,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,f5519fa1-f743-4d0c-824e-8f2c123f3b3a,tréfilerie,Saint-Sulpice-sur-Risle,61456,,Fonte (La),tréfilerie,trefilage_metaux,metallurgie_travail_metaux,usine,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.6396386937186056,48.767455621208995,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/8bd63f82-dbc6-4eda-9f88-373fd5362b08
IA00061034,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,84d3db14-c613-4c11-87a8-40c233544173,filature Vente,Saint-Pierre-du-Regard,61447,,Pont-Erembourg,filature,filature_textile,textile_habillement_cuir,filature,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.5146486142074254,48.84867294058659,rejete_sites_distincts,https://inventaire-patrimoine.normandie.fr/dossier/ad1952b3-870f-448a-b0a9-14cd81aab402
IA00061036,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,62ad3a0d-7d05-4de0-ae04-78b9c735b8f6,filature,Saint-Pierre-du-Regard,61447,,Verrerie (La),filature,filature_textile,textile_habillement_cuir,filature,,industrialisation_rail_vapeur,source_non_controlee,-0.5198524319661104,48.83706898246044,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f7a22518-67a5-4604-a1c1-e7d0e09169bf
IA00061038,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,653ca442-6579-4452-80dc-37715127a4c5,filature,Saint-Pierre-du-Regard,61447,,Champ Ferment (Le),filature,filature_textile,textile_habillement_cuir,filature,,industrialisation_rail_vapeur,source_non_controlee,-0.5119458944739677,48.845205493736024,rejete_sites_distincts,https://inventaire-patrimoine.normandie.fr/dossier/432fcd3d-fd42-4915-a432-30afb0d32d2e
IA00061039,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,c1a0c861-acac-4ee8-b723-9e0bda1815b1,usine d'ouvrages en amiante,Sainte-Honorine-la-Chardonne,61407,,Plafond (Le),usine d'ouvrages en amiante,fabrication_produits_amiante,verre_ceramique_materiaux_construction,usine,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.5193373396195903,48.84216143773619,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/06764c30-6e7a-4bdd-b34b-cfe5726b4b08
IA00061040,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,2531b4fb-10c7-410c-abe6-43a99bad7134,tissage,Athis-de-l'Orne,61007,,Vaux-de-Vère (Les),tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,-0.5243965903945238,48.83106555453205,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/ca3d8831-fdbd-4714-a8f9-58e855b5d079
IA00061041,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,abf570b9-087f-4c30-ad8f-9368b4be7490,tissage du Parc,Flers,61169,Simons (rue),,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.5735222479544884,48.74929141695601,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/7a9aaa25-6737-4201-9dff-21ba24a9aed8
IA00061042,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,ce6718cc-da2f-4def-ae1c-a3038ac64d29,tissage dit tissage de la Halle,Flers,61169,Belfort (rue de),,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.5654868286558152,48.74486810118136,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/2ad6726e-76ab-4abb-bf14-522e50f74408
IA00061044,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,fec5d50e-6420-4e4c-97b1-b254ad372178,"cidrerie distillerie dite cidrerie François, actuellement S.A. les Distilleries Françaises",La Rouge,61356,,,cidrerie | distillerie,production_cidre | distillation_alimentaire,agroalimentaire,cidrerie | distillerie,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.6950104032551438,48.26845706173531,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/a2e5cca2-577e-430a-a073-4cfae242d678
IA00061045,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,318da249-9daf-4cce-8fae-e8200028f08e,"cidrerie-distillerie dite cidrerie Dourdoigne, puis les cidreries Réunies",Le Theil,61484,Teilleuls (places des) 28,,cidrerie | distillerie,production_cidre | distillation_alimentaire,agroalimentaire,cidrerie | distillerie,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.688847835905919,48.264484188352164,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/001595d5-7e81-4a81-ba0f-8dae22918e84
IA00061046,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,38b359a0-9674-4fc5-8d19-3ce30baba395,moulin à farine,Courcerault,61128,,Moulin de la Vove (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.661925898331464,48.45105528857278,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/e3a8cd67-f87a-4692-aa71-8f0423b7d757
IA00061047,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,0e76d35e-5d28-4bc5-b8fe-08c9d4d9c821,moulin à farine,Maison-Maugis,61245,,Moulin de Maison-Maugis (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.7035660313503407,48.452372413421045,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/bf72a86c-2f8e-4392-8c73-f758e7bed162
IA00061049,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,b7b4d37e-d799-47c2-b0d2-01996bc549c5,fonderie,L'Aigle,61214,Desaix (rue) 6,,fonderie,fonderie,metallurgie_travail_metaux,fonderie,,industrialisation_rail_vapeur,source_non_controlee,0.6308198224052208,48.76202615405436,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/49a1d684-9cc4-4e45-8cb0-b31dfafc7998
IA00061050,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,eee51fbb-a9c1-4e87-ad92-7d843640980e,usine de quincaillerie,L'Aigle,61214,Tanneurs (rue des) 2bis,,usine de quincaillerie,fabrication_quincaillerie,metallurgie_travail_metaux,usine,,industrialisation_rail_vapeur,source_non_controlee,0.6272991788702991,48.766419256791096,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/39c6c270-e09b-47a0-bd20-623f31aa9091
IA00061051,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,d615bad7-4d73-4578-a35c-ca020742e307,"moulin à papier, tréfilerie",Aube,61008,,Moulin d'Aubette (Le),moulin à papier | tréfilerie,fabrication_papier | trefilage_metaux,bois_papier_imprimerie | metallurgie_travail_metaux,papeterie | usine,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.525694697549601,48.72435868766188,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/08f5efae-132f-4369-918c-63a339cf84c1
IA00061053,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,9300e852-d6d6-4398-bfb5-363747bb600b,"tréfilerie Boisthorel, actuellement usine de transformation des métaux dite Tréfimétaux",Rai,61342,,Usine de Boisthorel,tréfilerie | usine de transformation des métaux,trefilage_metaux | fabrication_metaux,metallurgie_travail_metaux,usine,,avant_1789 | industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.5622451125842697,48.746817900678266,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/a5301085-16d2-414c-9d69-f88ca16e01f8
IA00061055,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,ca2f91ac-a044-424e-9b8f-44a5cc23bc9f,tréfilerie,Saint-Martin-d'Écublei,61423,,Gondrillers (Les),tréfilerie,trefilage_metaux,metallurgie_travail_metaux,usine,,revolution_premiere_industrialisation,source_non_controlee,0.6887114382809219,48.79258324087267,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/38f266f7-6ce3-4753-a42b-ca89e12456e7
IA00061057,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,9a7a01d8-6f88-44e1-af13-a5bbb55ece49,moulin à farine,Saint-Michel-Tubœuf,61432,,,moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.7096239133808253,48.74213994015254,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/01a9306d-d8d6-4f87-9ff6-e3d9c6390a8c
IA00061058,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,c9681d3a-d29c-44c0-9ed2-7f41d6eb82ea,moulin à farine,Chandai,61092,,Moulin de Chandai (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.7311999557787924,48.75217965321692,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/a1b1a05e-fcce-4e70-a351-f8361501e93f
IA00061059,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,3cd6efff-908d-40af-b51b-2fac47cd8763,tréfilerie,Saint-Martin-d'Écublei,61423,,Moulin de la Chaise (Le),tréfilerie,trefilage_metaux,metallurgie_travail_metaux,usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.6784847208423793,48.78767920511006,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/6853675e-202c-4a51-a2b6-2a0bda4a7e37
IA00061061,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,5f6aab50-fc48-4005-b476-a890ac646f2a,moulin à farine,Boissy-Maugis,61050,,Moulin de Méleray (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.7110543722831707,48.43980898127524,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/c86dff7c-53fa-42b1-a982-709d534bbd31
IA00061062,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,2b8269f3-4d0c-4aa9-933e-684da968e5f2,moulin à farine,Bretoncelles,61061,,Courvoisier,moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.9254088764859216,48.44298570163797,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/8eee80d5-43fa-407a-9ce7-a1ba9ff7a967
IA00061064,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,ae86408b-6693-4512-9bf8-f18beee42a45,moulin à farine,Bretoncelles,61061,,Moulin-Neuf (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.9333742246779113,48.44818235445578,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/441f8072-ca1f-443b-b721-7f63ef81c8b6
IA00061065,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,4ac9f16d-2d96-4a39-bc60-6650370f99c9,"moulin à farine, minoterie",Bretoncelles,61061,,Haute Planche (La),moulin à farine | minoterie,mouture_cereales | mouture_cereales,agroalimentaire,minoterie | moulin,,revolution_premiere_industrialisation | industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.8971301457461647,48.43644920595579,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/cf1828b5-be16-40ca-85de-a6ea86c811a9
