dossier_reference,origine,statut_traitement,statut_site,site_id,titre_source,communes_source,insee_source,adresses_source,lieux_dits_source,denominations_source,activites_codes,secteurs_codes,installations_codes,periodes_activite_codes,periodes_source_codes,localisation_statut_code,longitude_source,latitude_source,decision_rapprochement,dossier_url
IA00061021,phase8_lot1_50,canonise_phase8,site_canonique_phase8,018adbc5-877e-405b-ba77-d23f35f47694,moulin à farine,Saint-Agnan-sur-Sarthe,61360,,Josselin (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.42585583113409775,48.60662982893626,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/055b4787-db11-470d-9017-4ac147a1be2f
IA00061027,phase8_lot1_50,canonise_phase8,site_canonique_phase8,2d67c94f-68d9-4bb2-b3bd-68d33f129405,"usine de passementerie, usine de chaussures",Beaufai,61032,,Corru,usine de passementerie | usine de chaussures,passementerie | fabrication_chaussures,textile_habillement_cuir,usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.538581723544252,48.74845336435086,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/8d2fc298-6106-4fb9-ace4-2b7ba53178c4
IA00061037,phase8_lot1_50,canonise_phase8,site_canonique_phase8,dca4e5d4-e2d9-4475-92aa-ed16a54f5cc2,filature,Saint-Pierre-du-Regard,61447,,Champ Ferment (Le),filature,filature_textile,textile_habillement_cuir,filature,,industrialisation_rail_vapeur,source_non_controlee,-0.511061724277782,48.84564556345078,rejete_sites_distincts,https://inventaire-patrimoine.normandie.fr/dossier/5b097d42-cbe4-4079-b0cc-df7323cc90ad
IA00061043,phase8_lot1_50,canonise_phase8,site_canonique_phase8,9551fd35-5196-425b-885d-d81b3479651b,tissage,Flers,61169,Chaussée (rue de la),,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.5650301499614981,48.744161485291436,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/13d93ded-5d35-484d-904a-ffde8bf27a69
IA00061048,phase8_lot1_50,canonise_phase8,site_canonique_phase8,67b195fb-fcc9-44c5-9d47-732d308d9bdf,"fonderie Renaudin, puis Société Nouvelle d'Exploitation Renaudin",Mâle,61246,,Ecu (L'),fonderie,fonderie,metallurgie_travail_metaux,fonderie,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.7335819048867412,48.27319920455188,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/fee44f1a-cacf-4e6b-901a-b1db55222375
IA00061056,phase8_lot1_50,canonise_phase8,site_canonique_phase8,de901b76-625b-46a8-8a85-3ec24e689b29,moulin à farine,Crulai,61140,,Moulin du Pont (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.6603590709355139,48.7136409659732,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/78e2022c-4f96-40e7-81f1-d3586ae87247
IA00061063,phase8_lot1_50,canonise_phase8,site_canonique_phase8,4741673e-b363-42ce-9339-de6f19ccf704,tuilerie,Rémalard,61345,,Tuilerie (La),tuilerie,fabrication_tuiles,verre_ceramique_materiaux_construction,tuilerie,,avant_1789 | revolution_premiere_industrialisation,source_non_controlee,0.7929021288156838,48.44365476582519,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/40375f0f-d4f0-4478-98ed-f724ad669bc7
IA00061069,phase8_lot1_50,canonise_phase8,site_canonique_phase8,e66a5262-cc1e-4488-bfa7-39682da25275,manufacture et scierie Bellêmoise,Saint-Martin-du-Vieux-Bellême,61426,"Pierre de Romanet (rue) 7, 9",,scierie,sciage_bois,bois_papier_imprimerie,scierie,,industrialisation_rail_vapeur | modernisation_apres_guerre,source_non_controlee,0.5425993766308884,48.38036350149532,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/cf003820-a2b8-4a09-8b4d-72a383e46fc0
IA00061076,phase8_lot1_50,canonise_phase8,site_canonique_phase8,38124217-8a29-4ed9-915b-1a3650a58da5,usine de quincaillerie,L'Aigle,61214,,Haies (Les),usine de quincaillerie,fabrication_quincaillerie,metallurgie_travail_metaux,usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.607678653852454,48.75794749939289,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/15df09f0-5249-4691-8e4d-f38157baead0
IA00061081,phase8_lot1_50,canonise_phase8,site_canonique_phase8,1bb9490a-3894-4352-9ad1-e9e87940fdf7,"moulin à farine dit moulin de Feugeroux, puis Tréfilerie Bigot",Sainte-Gauburge-Sainte-Colombe,61389,,,moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.4312003788984675,48.710104766955084,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/4a78fd5d-d20b-4fbb-9b93-aa0709df8e65
IA00061087,phase8_lot1_50,canonise_phase8,site_canonique_phase8,7270f809-287c-48d8-9f67-7c5c42019b9c,haut fourneau de la Roche,Livaie,61228,,Fourneau (Le),haut fourneau,production_fonte,metallurgie_travail_metaux,haut_fourneau,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.046821074031807575,48.48427894177562,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f271b311-4b6e-4234-8fb7-30ba3e51c803
IA00061094,phase8_lot1_50,canonise_phase8,site_canonique_phase8,6c67e9dd-5602-439e-b43a-f5d274f28774,affinerie dite forge de Gaillon,Randonnai,61343,,Gaillons (Les),affinerie,affinage_metaux,metallurgie_travail_metaux,affinerie,,avant_1789 | revolution_premiere_industrialisation,source_non_controlee,0.6638519922633122,48.64617543456002,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/1605cad5-d82b-4326-a5af-8d2913739cde
IA00061101,phase8_lot1_50,canonise_phase8,site_canonique_phase8,9cad2cb0-44df-4940-a200-af0a221f3fbb,"haut fourneau, moulin à blé",Tourouvre,61491,,Fonte (La),haut fourneau | moulin à blé,production_fonte | mouture_cereales,agroalimentaire | metallurgie_travail_metaux,haut_fourneau | moulin,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.6976500149012115,48.58081738559075,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/84eaa0bf-354c-4c01-bc30-929f562b2b7c
IA00061107,phase8_lot1_50,canonise_phase8,site_canonique_phase8,6bb8d819-e7cc-4429-ab4c-98833fb1ffd0,"moulin à farine, minoterie",Bivilliers,61045,,Peltrie (La),moulin à farine | minoterie,mouture_cereales | mouture_cereales,agroalimentaire,minoterie | moulin,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | mutations_reconversions,source_non_controlee,0.6134958546227796,48.57833108312378,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/df941cfb-6758-48e8-937f-62020b560891
IA00061112,phase8_lot1_50,canonise_phase8,site_canonique_phase8,b90dba0b-3e14-4b39-91ee-1db6eb1b2c04,haut fourneau,Longny-au-Perche,61230,,Rainville,haut fourneau,production_fonte,metallurgie_travail_metaux,haut_fourneau,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.7707042356303826,48.54435866695,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f7f9721f-8fbf-46cb-b669-93dc5606b248
IA00061121,phase8_lot1_50,canonise_phase8,site_canonique_phase8,9fc3a753-c8bf-4813-8205-28e5e540f108,filature,Athis-de-l'Orne,61007,,Réservoir (Le),filature,filature_textile,textile_habillement_cuir,filature,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.5294009951014579,48.82402201932426,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/be32a865-e7dd-4406-9826-f6167f92efc4
IA00061127,phase8_lot1_50,canonise_phase8,site_canonique_phase8,0bca4639-749a-4699-8d76-4438d262a69b,usine de matériel électroménager dite usine Moulinex,Argentan,61006,Commerce (rue du) 25,,usine de matériel électroménager,fabrication_materiel_electrique,mecanique_electrique,usine,,modernisation_apres_guerre,source_non_controlee,-0.02931933161975004,48.73419203382837,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/1b8c5ef7-d2e9-44f9-afbc-1d714f6675e7
IA00061134,phase8_lot1_50,canonise_phase8,site_canonique_phase8,6ca6edd3-97b4-4e7e-b1fe-d4b4fecfa330,usine de fabrication des métaux,Boucé,61055,,Grosse Forge,usine de fabrication des métaux,fabrication_metaux,metallurgie_travail_metaux,usine,,avant_1789,source_non_controlee,-0.08500658671227664,48.647494988750886,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/8769226f-24f3-4898-8664-bb903cd2e237
IA00061141,phase8_lot1_50,canonise_phase8,site_canonique_phase8,2bd5d18b-0875-4d3d-9160-529bbcc5c178,moulin à papier,Saint-Victor-de-Réno,61458,,Moulin-Neuf (Le),moulin à papier,fabrication_papier,bois_papier_imprimerie,papeterie,,revolution_premiere_industrialisation | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,0.7033964120834467,48.509149236547636,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/bf1fdc43-1afc-45d1-876a-bdec4cb71c0a
IA00061146,phase8_lot1_50,canonise_phase8,site_canonique_phase8,f964475a-ef1a-49fa-9866-352aafa3a71c,"moulin à foulon, tréfilerie",Vitrai-sous-Laigle,61510,,Moulin de la Foulerie (Le),moulin à foulon | tréfilerie,foulage_textile | trefilage_metaux,metallurgie_travail_metaux | textile_habillement_cuir,moulin | usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.6969182667224482,48.730701950630184,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/d89c08a5-24d5-41d5-a5cd-68ea0f8760df
IA00061154,phase8_lot1_50,canonise_phase8,site_canonique_phase8,c0499679-8ce8-4a4c-97b1-e72762eda039,"tréfilerie, usine de quincaillerie",Saint-Sulpice-sur-Risle,61456,,Fosse (La),tréfilerie | usine de quincaillerie,trefilage_metaux | fabrication_quincaillerie,metallurgie_travail_metaux,usine,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.6433651547612741,48.76963473306186,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/1d238529-8f37-4a77-af3f-bde40720b882
IA00061161,phase8_lot1_50,canonise_phase8,site_canonique_phase8,340762ef-43c4-448c-b256-c64535711fb8,moulin à papier,Canapville,61072,,,moulin à papier,fabrication_papier,bois_papier_imprimerie,papeterie,,industrialisation_rail_vapeur,source_non_controlee,0.2636746919300669,48.958930064153925,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/997fbf0b-081a-41ca-afc1-ec45e05f3a54
IA00061168,phase8_lot1_50,canonise_phase8,site_canonique_phase8,8bcdb848-87c1-41f4-b5cf-da632cbd06b0,moulin à farine,Nonant-le-Pin,61310,,Moulin Girou (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,0.19820159126116538,48.70304053030052,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/9850ea9f-77d8-4d11-9179-067c3047291f
IA00061174,phase8_lot1_50,canonise_phase8,site_canonique_phase8,8ceb4e40-458c-41c2-b5f5-563217bf3943,"fenderie, moulin à blé",Montmerrei,61288,,Fenderie (La),fenderie | moulin à blé,fabrication_metaux | mouture_cereales,agroalimentaire | metallurgie_travail_metaux,moulin | usine,,avant_1789 | revolution_premiere_industrialisation,source_non_controlee,0.04187099004780732,48.61627477352811,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/ad7f8666-1272-420a-bfef-208adc638206
IA00061179,phase8_lot1_50,canonise_phase8,site_canonique_phase8,e4c0ab6a-a37f-4cce-ae44-e86e75acef0a,imprimerie,Flers,61169,Jules Gevelot (rue) 24,,imprimerie,imprimerie,bois_papier_imprimerie,imprimerie,,industrialisation_rail_vapeur,source_non_controlee,-0.5715954614258228,48.75117676630784,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f0494843-26ec-42e0-bbf4-8080825095af
IA00061185,phase8_lot1_50,canonise_phase8,site_canonique_phase8,582cb23e-3908-4138-b8d7-d9a551816629,"distillerie, cidrerie",Gacé,61181,,Rançonnières (Les),distillerie | cidrerie,distillation_alimentaire | production_cidre,agroalimentaire,cidrerie | distillerie,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.2991033520069833,48.784346898685136,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/2d0b8b65-128a-41b8-84ea-f7e285191de0
IA00061191,phase8_lot1_50,canonise_phase8,site_canonique_phase8,9fb0a7bf-fa45-4143-85d2-fd0e17e5ee52,tissage,Saint-Georges-des-Groseillers,61391,,Tremblay (Le),tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,-0.5768761559617352,48.75353050958973,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/7d8065d7-1e45-4b91-a03a-de2e1cff3468
IA00061197,phase8_lot1_50,canonise_phase8,site_canonique_phase8,76154151-42bd-40fc-939f-ebd393ada30d,tuilerie,Trun,61494,,Grandes Crouttes (Les),tuilerie,fabrication_tuiles,verre_ceramique_materiaux_construction,tuilerie,,industrialisation_rail_vapeur,source_non_controlee,0.062441089962588875,48.855627373924115,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/82ece625-4edb-4a32-9547-9305a585b7d1
IA00061203,phase8_lot1_50,canonise_phase8,site_canonique_phase8,f9afb9f3-0f99-45e2-b3a7-172092415303,moulin à farine,Domfront,61145,Notre-Dame,,moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,-0.6567598422047569,48.591642955407615,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/5f52703f-f04a-4fcb-ae05-4d0e785b38f7
IA00060884,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,b52afb9d-061b-4d92-a4ed-e719df476a6b,usine d'ouvrages en amiante,Saint-Pierre-du-Regard,61447,,Petite Suisse (La),usine d'ouvrages en amiante,fabrication_produits_amiante,verre_ceramique_materiaux_construction,usine,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.5259781886493472,48.828444221219215,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/e6892b25-22e4-4cbb-9c3e-434cee671418
IA00060885,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,1d68b8c4-4bbb-4ed7-809b-ad78391d32a0,centrale hydroélectrique,Saint-Philbert-sur-Orne,61444,,Breuil (Le),centrale hydroélectrique,production_hydroelectricite,energie,centrale_hydroelectrique,,modernisation_apres_guerre,source_non_controlee,-0.3585271347598061,48.846111764605595,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/268e9a4a-9d0b-4bf3-88ab-be2766dc5881
IA00060887,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,f96708a3-2822-460f-bd78-acbb7ca565f0,"moulin à papier, filature",Tinchebray,61486,,Rochefort,moulin à papier | filature,fabrication_papier | filature_textile,bois_papier_imprimerie | textile_habillement_cuir,filature | papeterie,,industrialisation_rail_vapeur,source_non_controlee,-0.7175992326296594,48.75539706012365,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/3be4c4e6-81b3-4b00-a5be-29bf694da658
IA00060888,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,d634054f-df5a-4153-a18e-b063f7eb51f0,"moulin à blé, filature",Ségrie-Fontaine,61465,,Moulin de Ségrie (Le),moulin à blé | filature,mouture_cereales | filature_textile,agroalimentaire | textile_habillement_cuir,filature | moulin,,industrialisation_rail_vapeur,source_non_controlee,-0.3987323196061812,48.811813124956416,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/50d0c504-09b6-4aa5-abae-0706d3f6be25
IA00060889,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,b5a1e06b-7ded-4601-a417-a8d86d1eb57b,usine de construction mécanique dite usine de Construction Mécanique Cousin,Saint-Georges-des-Groseillers,61391,Henri Letard (rue) 59,,usine de construction mécanique,construction_mecanique,mecanique_electrique,usine,,modernisation_apres_guerre,source_non_controlee,-0.559725380707416,48.75540281507778,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/e8e4afcd-ec77-4268-afba-aa8cb7d4583b
IA00060890,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,589939fd-7b7b-49f8-a12f-623b8e49f616,fromagerie industrielle,Saint-Evroult-Notre-Dame-du-Bois,61386,,Selle (La),fromagerie industrielle,transformation_lait,agroalimentaire,fromagerie,,industrialisation_rail_vapeur,source_non_controlee,0.43540435924326637,48.79619653998278,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/72c7db66-5725-450c-9b6a-9affb002f377
IA00060891,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,c332bd3c-2f8c-49b2-8443-8c0c32d4769b,fromagerie industrielle,Serans,61470,,Douits (Les),fromagerie industrielle,transformation_lait,agroalimentaire,fromagerie,,revolution_premiere_industrialisation | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.1656498392817549,48.73999599732884,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/5d4cbd4e-f48d-46f7-bde7-1dc67f5b7136
IA00060893,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,78487171-b58c-4885-9672-52b862ae7cb9,filature de coton,Cahan,61069,,Rocray (Le),filature,filature_textile,textile_habillement_cuir,filature,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.4531499506792645,48.869926683570974,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/5087b98c-261c-4355-949d-915acf578073
IA00060894,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,b714582a-6489-4b64-8c34-2eab982876d7,"haut fourneau, moulin à farine",Dompierre,61146,,Moulin-Neuf (Le),haut fourneau | moulin à farine,production_fonte | mouture_cereales,agroalimentaire | metallurgie_travail_metaux,haut_fourneau | moulin,,avant_1789 | revolution_premiere_industrialisation,source_non_controlee,-0.5509558352839058,48.6419492030083,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/4edf53a2-97b8-4ddb-bc74-18ebf307945a
IA00060895,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,3bd3bff0-a53b-4411-a48e-76cad3750223,fonderie,Argentan,61006,Industrie (avenue de l') 6 à 10,,fonderie,fonderie,metallurgie_travail_metaux,fonderie,,guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.027386267798739188,48.73464613378963,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/cfe24f63-71ef-4ba1-9c54-a8f47cdc51cc
IA00060897,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,b28925d2-8221-4fc9-84be-2765e26900a0,filature de coton,Caligny,61070,,Pont (Le),filature,filature_textile,textile_habillement_cuir,filature,,revolution_premiere_industrialisation | industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,-0.6084368301689171,48.80765303634576,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/f3368b75-9c61-4871-9b09-73048c1f8120
IA00060898,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,f1ddbe91-0560-4ed5-8667-6ac4cd8aa1d4,"usine de confection, usine de matériel électroménager, usine de matériel électroacoustique",Flers,61169,Libération (avenue de la),,usine de confection | usine de matériel électroménager | usine de matériel électroacoustique,confection_habillement | fabrication_materiel_electrique | fabrication_materiel_electrique,mecanique_electrique | textile_habillement_cuir,usine,,industrialisation_rail_vapeur | modernisation_apres_guerre,source_non_controlee,-0.5833701637372726,48.7501485135232,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/79bd4669-a6e8-40cf-ad76-442679321b9b
IA00060900,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,6d041828-3fda-40c0-adb4-79244eb93a7d,filature de coton,Saint-Pierre-d'Entremont,61445,,Vaux (Les),filature,filature_textile,textile_habillement_cuir,filature,,industrialisation_rail_vapeur,source_non_controlee,-0.6440165445695119,48.79913635902096,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/1569a5fc-5af9-4ced-9967-4c507de2414e
IA00060903,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,d062076d-60d7-4dcb-8670-ab7a6ec20243,filature de coton,Caligny,61070,,Prés (Les),filature,filature_textile,textile_habillement_cuir,filature,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.5979219090552995,48.81368703293592,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/77493c8a-f023-4733-a897-c7b181593906
IA00060904,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,28a1045d-06ae-4b39-b14d-57a7fcc98f27,filature de coton,Montilly-sur-Noireau,61287,,Beau Manoir (Le),filature,filature_textile,textile_habillement_cuir,filature,,revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,-0.5754498144802999,48.82888301000017,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/8f5adc8f-f62b-4153-b407-4f9db4819abd
IA00060905,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,5c1b1524-6a34-4f74-9beb-f24e9eb2840f,"fromagerie industrielle, laiterie industrielle",Saint-Bômer-les-Forges,61369,,Forges (Les),fromagerie industrielle | laiterie industrielle,transformation_lait | transformation_lait,agroalimentaire,fromagerie | laiterie,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.6228811585247778,48.647382103042176,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/701a31af-9c2b-4a7f-b63c-f257d2bec47c
IA00060906,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,4f67a91d-1c7f-4a88-a4be-202d38d3f2e3,filature de coton,Montilly-sur-Noireau,61287,,Fontaines (Les),filature,filature_textile,textile_habillement_cuir,filature,,revolution_premiere_industrialisation | industrialisation_rail_vapeur | modernisation_apres_guerre,source_non_controlee,-0.582858815365899,48.82478996390452,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/40520c19-0185-4170-a307-c66e361acc90
IA00060908,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,16835d7e-5f4a-4d48-afa6-05003824a691,mine de fer,Larchamp,61223,,,mine,extraction_miniere,extraction,mine,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,-0.6557984758763797,48.70168040900983,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/a1d924c9-c295-4064-b100-b839b80a90d4
IA00060910,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,57fd028d-60f7-427d-a4eb-085fa3ed2cf7,tissage,Flers,61169,11e Division Britannique (rue de la) 64,,tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur,source_non_controlee,-0.5705519349132565,48.75244143936828,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/286f0f4f-857e-4449-9e35-4c21e914bc73
IA00060911,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,a73fcba8-9fc8-4c1f-b37a-6fb818a08192,scierie,Champsecret,61091,,Touche (La),scierie,sciage_bois,bois_papier_imprimerie,scierie,,revolution_premiere_industrialisation,source_non_controlee,-0.5492382002879136,48.60663227918272,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/4af855f0-3d7f-4e1c-af8d-91c65771a1de
IA00060912,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,657b5274-d833-4808-a775-a10278f52efc,ensemble d'industrie extractive,La Ferrière-aux-Étangs,61163,,,ensemble d'industrie extractive,extraction_miniere,extraction,complexe_industriel,,industrialisation_rail_vapeur | guerres_entre_deux_guerres | modernisation_apres_guerre,source_non_controlee,-0.515265057540473,48.646411640785665,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/da22b727-9136-4498-a8f4-156f8abb11c3
IA00060913,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,e61d881e-163a-4f24-8c85-fb32e4c3041f,tissage (tissage de Coton),Flers,61169,,Planchette (La),tissage,tissage,textile_habillement_cuir,tissage,,industrialisation_rail_vapeur | modernisation_apres_guerre,source_non_controlee,-0.5643742220790452,48.75309428775388,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/ead596e3-dc26-4e34-9831-60fe2bc2b6a7
IA00060916,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,89957a6d-dad1-4aa6-88bd-b0264a32baa8,cidrerie distillerie Anée,Vimoutiers,61508,Perré (rue du) 27,,cidrerie | distillerie,production_cidre | distillation_alimentaire,agroalimentaire,cidrerie | distillerie,,industrialisation_rail_vapeur | guerres_entre_deux_guerres,source_non_controlee,0.2002554614504952,48.92907630201768,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/1a9a2847-6721-406e-829f-3cb0ea579360
IA00060917,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,442760a3-67e2-4d1a-ad33-5c2d4fec001b,moulin à farine,Vimoutiers,61508,Général de Gaulle (avenue du) 1,,moulin à farine,mouture_cereales,agroalimentaire,moulin,,avant_1789 | revolution_premiere_industrialisation | industrialisation_rail_vapeur,source_non_controlee,0.197389362140982,48.92929722525575,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/92620e30-8fdd-40f0-972c-cf3a2f5bbc5d
IA00060918,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,d7e13953-e05f-4318-9740-0f1d6f3375c4,usine de chaussures,Trun,61494,République (rue de la) 34,,usine de chaussures,fabrication_chaussures,textile_habillement_cuir,usine,,industrialisation_rail_vapeur,source_non_controlee,0.03205611673766493,48.84316873280393,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/fd9f271f-d779-49a9-bb8b-184e8c01b957
IA00060919,phase8_restant_officiel,canonise_phase8,site_canonique_phase8,ee198ebb-10da-41e5-b984-9a0b4dcbdaa1,moulin à farine,Vrigny,61511,,Petit Moulin (Le),moulin à farine,mouture_cereales,agroalimentaire,moulin,,industrialisation_rail_vapeur,source_non_controlee,-0.020625842997621567,48.66083789948028,aucun_rapprochement_requis_a_ce_stade,https://inventaire-patrimoine.normandie.fr/dossier/5aa0568f-a61f-4f90-95a0-f44668c33531
