reference,title,communes,insee,dossier_url
IA00061050,usine de quincaillerie,L'Aigle,61214,https://inventaire-patrimoine.normandie.fr/dossier/39c6c270-e09b-47a0-bd20-623f31aa9091
IA00061051,"moulin à papier, tréfilerie",Aube,61008,https://inventaire-patrimoine.normandie.fr/dossier/08f5efae-132f-4369-918c-63a339cf84c1
IA00061052,"tannerie, usine de construction mécanique",L'Aigle,61214,https://inventaire-patrimoine.normandie.fr/dossier/e23c856b-49bd-4bee-936b-d71617af3d3c
IA00061053,"tréfilerie Boisthorel, actuellement usine de transformation des métaux dite Tréfimétaux",Rai,61342,https://inventaire-patrimoine.normandie.fr/dossier/a5301085-16d2-414c-9d69-f88ca16e01f8
IA00061054,usine d'habillement,L'Aigle,61214,https://inventaire-patrimoine.normandie.fr/dossier/3df6a5b3-e6ee-419e-b5ec-fb4f19b6384e
IA00061055,tréfilerie,Saint-Martin-d'Écublei,61423,https://inventaire-patrimoine.normandie.fr/dossier/38f266f7-6ce3-4753-a42b-ca89e12456e7
IA00061056,moulin à farine,Crulai,61140,https://inventaire-patrimoine.normandie.fr/dossier/78e2022c-4f96-40e7-81f1-d3586ae87247
IA00061057,moulin à farine,Saint-Michel-Tubœuf,61432,https://inventaire-patrimoine.normandie.fr/dossier/01a9306d-d8d6-4f87-9ff6-e3d9c6390a8c
IA00061058,moulin à farine,Chandai,61092,https://inventaire-patrimoine.normandie.fr/dossier/a1b1a05e-fcce-4e70-a351-f8361501e93f
IA00061059,tréfilerie,Saint-Martin-d'Écublei,61423,https://inventaire-patrimoine.normandie.fr/dossier/6853675e-202c-4a51-a2b6-2a0bda4a7e37
IA00061061,moulin à farine,Boissy-Maugis,61050,https://inventaire-patrimoine.normandie.fr/dossier/c86dff7c-53fa-42b1-a982-709d534bbd31
IA00061062,moulin à farine,Bretoncelles,61061,https://inventaire-patrimoine.normandie.fr/dossier/8eee80d5-43fa-407a-9ce7-a1ba9ff7a967
IA00061063,tuilerie,Rémalard,61345,https://inventaire-patrimoine.normandie.fr/dossier/40375f0f-d4f0-4478-98ed-f724ad669bc7
IA00061064,moulin à farine,Bretoncelles,61061,https://inventaire-patrimoine.normandie.fr/dossier/441f8072-ca1f-443b-b721-7f63ef81c8b6
IA00061065,"moulin à farine, minoterie",Bretoncelles,61061,https://inventaire-patrimoine.normandie.fr/dossier/cf1828b5-be16-40ca-85de-a6ea86c811a9
IA00061066,briqueterie,Saint-Fulgent-des-Ormes,61388,https://inventaire-patrimoine.normandie.fr/dossier/bb8a38b9-a83d-4ec7-92a7-2a44a8f88c7f
IA00061067,tuilerie,Saint-Jouin-de-Blavou,61411,https://inventaire-patrimoine.normandie.fr/dossier/11a51e26-2ee5-4307-acbc-36aca7f66577
IA00061068,haut fourneau,La Madeleine-Bouvet,61241,https://inventaire-patrimoine.normandie.fr/dossier/cdaeb9cd-1e2a-4e4e-aee0-3de9cceff0e3
IA00061069,manufacture et scierie Bellêmoise,Saint-Martin-du-Vieux-Bellême,61426,https://inventaire-patrimoine.normandie.fr/dossier/cf003820-a2b8-4a09-8b4d-72a383e46fc0
IA00061070,"ferme, briqueterie",Origny-le-Roux,61319,https://inventaire-patrimoine.normandie.fr/dossier/445524ea-363d-4f95-b711-b25df0d35ad7
IA00061071,usine de quincaillerie dite usine de quincaillerie Mermier Lemarchand Réunis,Tinchebray,61486,https://inventaire-patrimoine.normandie.fr/dossier/f1782e41-84e1-4811-8c7e-bb4f5f5fe9db
IA00061072,usine de boulangerie dite biscuiterie de l'Abbaye,Lonlay-l'Abbaye,61232,https://inventaire-patrimoine.normandie.fr/dossier/b3bd13f8-5ad4-472f-9753-b1620129c8fc
IA00061073,"scierie Prout, puis Scierie Prout Frères, actuellement Maisons France Confort",Alençon,61001,https://inventaire-patrimoine.normandie.fr/dossier/6cd7e92e-7abd-4818-b230-277b63bf11c6
IA00061074,"tuilerie, Briqueterie",L'Aigle,61214,https://inventaire-patrimoine.normandie.fr/dossier/d4b32cee-3bb8-45da-a23f-051eb6b4d33f
IA00061075,usine de chaussures,L'Aigle,61214,https://inventaire-patrimoine.normandie.fr/dossier/6cff45d4-e7e5-4362-888c-08486684a5ce
IA00061076,usine de quincaillerie,L'Aigle,61214,https://inventaire-patrimoine.normandie.fr/dossier/15df09f0-5249-4691-8e4d-f38157baead0
IA00061077,usine de quincaillerie,L'Aigle,61214,https://inventaire-patrimoine.normandie.fr/dossier/5d5cf67a-a6c8-49cd-b636-8de61c5a1c7c
IA00061078,"filature, usine de quincaillerie",L'Aigle,61214,https://inventaire-patrimoine.normandie.fr/dossier/318e026e-c638-45df-91c2-ca88f1affab0
IA00061079,"usine de quincaillerie dite Manufacture Lherminier, puis S.A. des Tréfileries Françaises, puis S.A. des Etablissements Dassonville et Fatus, puis S.A.R.L. des Etablissements Fatus et Cie",L'Aigle,61214,https://inventaire-patrimoine.normandie.fr/dossier/e8a863ae-7d94-4ee0-84d0-5c4b8c719e76
IA00061080,"usine de produits alimentaires, laiterie industrielle dite usine de produits alimentaires Deschamps",Échauffour,61150,https://inventaire-patrimoine.normandie.fr/dossier/310c49b9-7d4e-4738-a2f5-efbda0a838ac
IA00061081,"moulin à farine dit moulin de Feugeroux, puis Tréfilerie Bigot",Sainte-Gauburge-Sainte-Colombe,61389,https://inventaire-patrimoine.normandie.fr/dossier/4a78fd5d-d20b-4fbb-9b93-aa0709df8e65
IA00061082,"moulin à farine, moulin à huile",Sainte-Gauburge-Sainte-Colombe,61389,https://inventaire-patrimoine.normandie.fr/dossier/fdf456a6-e2ed-4c7b-adfe-f735c0e623cb
IA00061083,"tannerie, usine de blanchiment",L'Aigle,61214,https://inventaire-patrimoine.normandie.fr/dossier/30ac1fba-4a0d-488a-bafd-22111ddf4349
IA00061084,usine à gaz,L'Aigle,61214,https://inventaire-patrimoine.normandie.fr/dossier/00fc960b-2b54-4ca7-a551-14eaa0036322
IA00061085,usine d'ébénisterie,L'Aigle,61214,https://inventaire-patrimoine.normandie.fr/dossier/09062914-4bf6-49a2-af2a-f7eb69ebcda1
IA00061086,usine à papier,Le Theil,61484,https://inventaire-patrimoine.normandie.fr/dossier/37006c13-21a6-4ca9-8b80-a76fd0497710
IA00061087,haut fourneau de la Roche,Livaie,61228,https://inventaire-patrimoine.normandie.fr/dossier/f271b311-4b6e-4234-8fb7-30ba3e51c803
IA00061088,"moulin à farine, tréfilerie dite de Brochard",Longny-au-Perche,61230,https://inventaire-patrimoine.normandie.fr/dossier/01d90608-aa52-4b05-8422-cd3c2f97f60f
IA00061089,usine de flaconnage,L'Hôme-Chamondot,61206,https://inventaire-patrimoine.normandie.fr/dossier/68c03c0f-982a-4ae3-bfe9-857298f34591
IA00061090,"cidrerie, distillerie, usine de fibre de bois",Le Pin-la-Garenne,61329,https://inventaire-patrimoine.normandie.fr/dossier/0391153c-cd1e-4907-92a0-9cba93833378
IA00061091,moulin à farine,Goulet,61194,https://inventaire-patrimoine.normandie.fr/dossier/d04cb8f5-635e-4bf1-abc2-f4441b675c23
IA00061092,usine de flaconnage,Saint-Evroult-Notre-Dame-du-Bois,61386,https://inventaire-patrimoine.normandie.fr/dossier/96cd783f-63b4-42a4-959f-112236b29d14
IA00061093,haut fourneau de Gaillon,Irai,61208,https://inventaire-patrimoine.normandie.fr/dossier/e42512a0-f7e5-478c-9062-2e67aece815d
IA00061094,affinerie dite forge de Gaillon,Randonnai,61343,https://inventaire-patrimoine.normandie.fr/dossier/1605cad5-d82b-4326-a5af-8d2913739cde
IA00061095,briqueterie,L'Hôme-Chamondot,61206,https://inventaire-patrimoine.normandie.fr/dossier/061971a0-e7ce-4ace-be21-d4b6f8aa2705
IA00061096,fenderie,Randonnai,61343,https://inventaire-patrimoine.normandie.fr/dossier/514c50b3-37f6-4b6b-a099-863c0d458669
IA00061097,"moulin à farine, filature, usine de quincaillerie dite usine de quincaillerie Mermier Lemarchand Réunis",Frênes,61177,https://inventaire-patrimoine.normandie.fr/dossier/1fa9c3b3-0789-42a3-a74a-09e8fd603a86
IA00061098,moulin à farine,Malétable,61247,https://inventaire-patrimoine.normandie.fr/dossier/08d5bc14-2293-422b-b819-1c4cf7285021
IA00061099,moulin à farine dit moulin de Longny,Longny-au-Perche,61230,https://inventaire-patrimoine.normandie.fr/dossier/61192eb3-696b-4b02-9238-e11f1d03d59c
IA00061100,moulin à blé,Malétable,61247,https://inventaire-patrimoine.normandie.fr/dossier/1f7acc4d-e4f4-4894-ac3e-4abc263fcfaf
IA00061101,"haut fourneau, moulin à blé",Tourouvre,61491,https://inventaire-patrimoine.normandie.fr/dossier/84eaa0bf-354c-4c01-bc30-929f562b2b7c
IA00061102,"haut fourneau, moulin à tan, fenderie, moulin à tan",Longny-au-Perche,61230,https://inventaire-patrimoine.normandie.fr/dossier/188b7cce-7ecd-4d81-93c6-4a69aaa67b25
IA00061103,"fenderie, actuellement maison",Longny-au-Perche,61230,https://inventaire-patrimoine.normandie.fr/dossier/162aba19-a5d3-48be-bea7-56518baba495
IA00061104,usine de flaconnage,Tanville,61480,https://inventaire-patrimoine.normandie.fr/dossier/d52d97a6-bf8e-436b-ab58-9fc4ee6d26a8
IA00061105,"haut fourneau, moulin à blé",Normandel,61311,https://inventaire-patrimoine.normandie.fr/dossier/645c0d9a-4047-4e02-b244-364eff07562e
IA00061106,fonderie dite Société des Fonderies et Ateliers de Randonnai,Randonnai,61343,https://inventaire-patrimoine.normandie.fr/dossier/14d103d5-dc09-406e-bb94-78a70012fc4e
IA00061107,"moulin à farine, minoterie",Bivilliers,61045,https://inventaire-patrimoine.normandie.fr/dossier/df941cfb-6758-48e8-937f-62020b560891
IA00061108,tréfilerie dite la Fabrique,Chandai,61092,https://inventaire-patrimoine.normandie.fr/dossier/9b532798-3da1-4d20-b4ef-acf78c44dc69
IA00061109,moulin à papier,Boissy-Maugis,61050,https://inventaire-patrimoine.normandie.fr/dossier/f0041e5d-9dc5-4e93-88e5-abef1dd0fb34
IA00061110,moulin à farine,Condé-sur-Huisne,61116,https://inventaire-patrimoine.normandie.fr/dossier/51d60ebb-096a-4d42-a50f-75a129b5bf8b
IA00061111,moulin à farine,Dorceau,61147,https://inventaire-patrimoine.normandie.fr/dossier/a270caa3-6f07-4ba1-8219-e345c47aae98
IA00061112,haut fourneau,Longny-au-Perche,61230,https://inventaire-patrimoine.normandie.fr/dossier/f7f9721f-8fbf-46cb-b669-93dc5606b248
IA00061113,"laminoir, usine de quincaillerie dite usine de la Batterie",Saint-Sulpice-sur-Risle,61456,https://inventaire-patrimoine.normandie.fr/dossier/85be1da1-cd39-444b-bab2-2219605d469c
IA00061114,"tréfilerie, usine de quincaillerie",Saint-Sulpice-sur-Risle,61456,https://inventaire-patrimoine.normandie.fr/dossier/ceba62ec-2803-45a0-bc4b-3e2b0ed55d43
IA00061115,moulin à papier,Saint-Maurice-sur-Huisne,61430,https://inventaire-patrimoine.normandie.fr/dossier/9fba22e8-2d3b-4ba4-915c-8836bc5ff9a7
IA00061116,"distillerie, cidrerie",Anceins,61003,https://inventaire-patrimoine.normandie.fr/dossier/9873f4af-3d58-43d2-9fdc-c9f6cee314f9
IA00061117,briqueterie Saint-Martin,Argentan,61006,https://inventaire-patrimoine.normandie.fr/dossier/90ded92e-ceb4-42bd-8d71-67e5ae24dd36
IA00061118,"moulin à farine dit moulin d'Orion, actuellement minoterie Dubois Rioux",Argentan,61006,https://inventaire-patrimoine.normandie.fr/dossier/c85d0cda-0fbf-4f36-9244-abd54538de04
IA00061119,filature de la Martinique,Athis-de-l'Orne,61007,https://inventaire-patrimoine.normandie.fr/dossier/b0d5ba20-5410-4029-a240-8f1d3c45de1a
IA00061120,filature,Athis-de-l'Orne,61007,https://inventaire-patrimoine.normandie.fr/dossier/74a59e69-e811-42ad-8e4c-9e396ccd6a7e
IA00061121,filature,Athis-de-l'Orne,61007,https://inventaire-patrimoine.normandie.fr/dossier/be32a865-e7dd-4406-9826-f6167f92efc4
IA00061122,filature,Athis-de-l'Orne,61007,https://inventaire-patrimoine.normandie.fr/dossier/70f47dbf-54da-4754-981f-3b0e6c781ffd
IA00061123,centrale électrique,Aube,61008,https://inventaire-patrimoine.normandie.fr/dossier/2120a034-92f2-46cb-b640-aeeb5a0e66e0
IA00061124,moulin à farine,Aunou-le-Faucon,61014,https://inventaire-patrimoine.normandie.fr/dossier/de7d210f-4c99-459a-b60a-0854fe0017e0
IA00061125,moulin à foulon dit Moulin à toile,L'Aigle,61214,https://inventaire-patrimoine.normandie.fr/dossier/746e2966-9900-4d07-84b9-8f2eb6d28dae
IA00061126,usine de quincaillerie,Anceins,61003,https://inventaire-patrimoine.normandie.fr/dossier/6434f7ad-c920-49ae-93a1-b6894f1adaf7
IA00061127,usine de matériel électroménager dite usine Moulinex,Argentan,61006,https://inventaire-patrimoine.normandie.fr/dossier/1b8c5ef7-d2e9-44f9-afbc-1d714f6675e7
IA00061128,usine d'appareils de levage et de manutention dite usine M.I.C.,Argentan,61006,https://inventaire-patrimoine.normandie.fr/dossier/0a2906f5-3e51-4560-a7c3-1eaa67a50671
IA00061129,"fenderie, tréfilerie",Aube,61008,https://inventaire-patrimoine.normandie.fr/dossier/9bb902e6-a884-4942-af81-8beac2cfad03
IA00061130,usine de chaux,Bazoches-au-Houlme,61028,https://inventaire-patrimoine.normandie.fr/dossier/7cfecbf8-9454-4e10-baae-dd862e9ebfd3
IA00061131,moulin à farine,Bazoches-sur-Hoëne,61029,https://inventaire-patrimoine.normandie.fr/dossier/590907c8-296c-46c3-a66e-d3591affff46
IA00061132,filature,Athis-de-l'Orne,61007,https://inventaire-patrimoine.normandie.fr/dossier/cde6a40a-13ed-45ff-a6e7-c040a38738bf
IA00061133,"laiterie industrielle, fromagerie industrielle dite laiterie fromagerie Lavalou",Le Bourg-Saint-Léonard,61057,https://inventaire-patrimoine.normandie.fr/dossier/a49b849a-2c3f-43da-ba37-1654a0828017
IA00061134,usine de fabrication des métaux,Boucé,61055,https://inventaire-patrimoine.normandie.fr/dossier/8769226f-24f3-4898-8664-bb903cd2e237
IA00061135,fonderies du Perche,Irai,61208,https://inventaire-patrimoine.normandie.fr/dossier/a5bef7bf-b391-44f0-b9fe-2a4e452370d4
IA00061136,"moulin à farine, minoterie",La Madeleine-Bouvet,61241,https://inventaire-patrimoine.normandie.fr/dossier/cd6eba3c-0e0f-4238-a6e4-dbb919f73979
IA00061137,tuilerie de la Boulaie Blanche,Moutiers-au-Perche,61300,https://inventaire-patrimoine.normandie.fr/dossier/227665af-a88f-41a6-b714-55a3aa8f2d29
IA00061138,moulin à farine,Rai,61342,https://inventaire-patrimoine.normandie.fr/dossier/62b99cac-2c40-42ff-b0b9-fa4840ea2a07
IA00061139,"usine de fabrication des métaux, moulin à papier",Saint-Victor-de-Réno,61458,https://inventaire-patrimoine.normandie.fr/dossier/428a9bbb-bd36-43c4-b258-8747403c24dd
IA00061140,moulin à farine,La Mesnière,61277,https://inventaire-patrimoine.normandie.fr/dossier/d2ab2e83-4178-427a-a414-61b279bf280a
IA00061141,moulin à papier,Saint-Victor-de-Réno,61458,https://inventaire-patrimoine.normandie.fr/dossier/bf1fdc43-1afc-45d1-876a-bdec4cb71c0a
IA00061142,"moulin à farine, puis usine génératrice d'électricité",Mauves-sur-Huisne,61255,https://inventaire-patrimoine.normandie.fr/dossier/cdbc105c-77cd-4bd9-81ba-b19cd6ce58ef
IA00061143,"usine de Matériel Electroacoustique dite usine de Matériel Electroacoustique A.C.E.M., puis A.R.E.A.C.E.M.",Tourouvre,61491,https://inventaire-patrimoine.normandie.fr/dossier/419b5693-77d0-430a-a575-eaa983f332ca
IA00061144,usine de petite métallurgie dite usine Eurofac,Rai,61342,https://inventaire-patrimoine.normandie.fr/dossier/988ca903-7120-4ac3-af95-b9efd3b0572c
IA00061145,usine de matériel d'équipement industriel dite usine de Rai Tillières,Rai,61342,https://inventaire-patrimoine.normandie.fr/dossier/d634cdd8-9193-480e-9c5b-fa0728b42439
IA00061146,"moulin à foulon, tréfilerie",Vitrai-sous-Laigle,61510,https://inventaire-patrimoine.normandie.fr/dossier/d89c08a5-24d5-41d5-a5cd-68ea0f8760df
IA00061147,cartonnerie,Saint-Langis-lès-Mortagne,61414,https://inventaire-patrimoine.normandie.fr/dossier/3624a154-3a9a-40aa-9b62-a284ba7cbb38
IA00061148,usine de bougies,Saint-Hilaire-le-Châtel,61404,https://inventaire-patrimoine.normandie.fr/dossier/2e8b7302-9ed3-4cf1-9454-b8c21a8ef41d
IA00061149,"imprimerie, actuellement ateliers dits ateliers Buguet",La Chapelle-Montligeon,61097,https://inventaire-patrimoine.normandie.fr/dossier/faff3673-fa29-418e-ba33-6bb918525ef0
IA00061150,moulin à farine,Crulai,61140,https://inventaire-patrimoine.normandie.fr/dossier/30c4bf91-0bbf-4ae7-bc37-0b30ee05d616
IA00061151,"moulin à farine, puis ferme",Mauves-sur-Huisne,61255,https://inventaire-patrimoine.normandie.fr/dossier/0e922ced-3d12-4529-bced-f9255f58383a
IA00061152,moulin à farine,Perche en Nocé,,https://inventaire-patrimoine.normandie.fr/dossier/ea09c374-7b6e-4e36-b5e3-c82c25b2a867
IA00061153,affinerie dite forge de Beaumont,Longny-au-Perche,61230,https://inventaire-patrimoine.normandie.fr/dossier/451e1db8-8019-43bb-8934-b6a85c84b000
IA00061154,"tréfilerie, usine de quincaillerie",Saint-Sulpice-sur-Risle,61456,https://inventaire-patrimoine.normandie.fr/dossier/1d238529-8f37-4a77-af3f-bde40720b882
IA00061155,"usine de quincaillerie, tréfilerie dite établissements Bohin",Saint-Sulpice-sur-Risle,61456,https://inventaire-patrimoine.normandie.fr/dossier/8e086fa2-48a8-45f7-bd02-99d65e20eb6a
IA00061156,moulin à blé,Vitrai-sous-Laigle,61510,https://inventaire-patrimoine.normandie.fr/dossier/20378565-df8d-4dc8-a216-dbe4574ca9b3
IA00061157,tannerie dite tannerie de la Chippe,Mortagne-au-Perche,61293,https://inventaire-patrimoine.normandie.fr/dossier/8643ea37-b366-45b1-89eb-6ccdecdc9cf0
IA00061158,"affinerie, tréfilerie, usine de produits chimiques",Randonnai,61343,https://inventaire-patrimoine.normandie.fr/dossier/06407b40-043b-45d5-a00a-8d0ee9938662
IA00061159,usine à gaz,Saint-Langis-lès-Mortagne,61414,https://inventaire-patrimoine.normandie.fr/dossier/ccb41139-674c-4e39-b6b2-3c048c619319
IA00061160,tréfilerie actuellement pisciculture,Tourouvre,61491,https://inventaire-patrimoine.normandie.fr/dossier/1f8d4f23-4169-4a91-b16c-ae2d24f6ccb2
IA00061161,moulin à papier,Canapville,61072,https://inventaire-patrimoine.normandie.fr/dossier/997fbf0b-081a-41ca-afc1-ec45e05f3a54
IA00061162,"moulin à farine, minoterie",Le Châtellier,61102,https://inventaire-patrimoine.normandie.fr/dossier/6114675f-173d-430a-9b97-1570bc0b9eaf
IA00061163,tuilerie,La Coulonche,61124,https://inventaire-patrimoine.normandie.fr/dossier/c4644856-fe7e-4b15-bb98-ef5fe1b27555
IA00061164,"usine de chaux dite Société des Produits Chimiques d'Ecouché, puis Société des Chaux et Engrais d'Ecouché",Écouché,61153,https://inventaire-patrimoine.normandie.fr/dossier/2a4d542a-1357-46f7-ae07-c36b9c0199d1
IA00061165,usine de chaux,Écouché,61153,https://inventaire-patrimoine.normandie.fr/dossier/15e416ab-2849-4912-a7cd-68f31987dcef
IA00061166,cidrerie distillerie dite cidrerie distillerie Pépin,Écouché,61153,https://inventaire-patrimoine.normandie.fr/dossier/a1a400fd-3841-4653-a97b-df83a755edee
IA00061167,moulin à farine,Médavy,61256,https://inventaire-patrimoine.normandie.fr/dossier/92bb7459-a62c-4108-934c-15456fbc3a02
IA00061168,moulin à farine,Nonant-le-Pin,61310,https://inventaire-patrimoine.normandie.fr/dossier/9850ea9f-77d8-4d11-9179-067c3047291f
IA00061169,scierie Marcel et Cie,Orgères,61317,https://inventaire-patrimoine.normandie.fr/dossier/68cb8763-2218-4131-846a-292bbcdf73f3
IA00061170,moulin à farine,Orville,61320,https://inventaire-patrimoine.normandie.fr/dossier/a38b6d1d-ff7b-493d-ba19-80480d3eec81
IA00061171,"haut fourneau, fonderie",Pontchardon,61333,https://inventaire-patrimoine.normandie.fr/dossier/1747b4e8-27f6-4bc5-82dd-5ec1157afffb
IA00061172,"usine de fabrication des métaux, moulin",Putanges-Pont-Écrepin,61339,https://inventaire-patrimoine.normandie.fr/dossier/350abca5-e658-4a75-a79c-4153a3f4cbe5
IA00061173,usine d'extraction,Nécy,61303,https://inventaire-patrimoine.normandie.fr/dossier/b139a65a-22c9-4a7d-8ec1-90be68a38647
IA00061174,"fenderie, moulin à blé",Montmerrei,61288,https://inventaire-patrimoine.normandie.fr/dossier/ad7f8666-1272-420a-bfef-208adc638206
IA00061175,tannerie,Le Merlerault,61275,https://inventaire-patrimoine.normandie.fr/dossier/9d8fc8db-1efa-43da-b0c8-3111b1b85952
IA00061176,"fromagerie industrielle, haras",Courménil,61131,https://inventaire-patrimoine.normandie.fr/dossier/5c0c719e-4f21-4b12-86a4-be055639fbd5
IA00061177,fromagerie industrielle,Chambois,61083,https://inventaire-patrimoine.normandie.fr/dossier/ba59eddf-ff3a-4f01-8043-7471ffd85054
IA00061178,moulin à farine,Le Château-d'Almenêches,61101,https://inventaire-patrimoine.normandie.fr/dossier/73e981b5-cb79-4e06-9308-304f5e06a260
IA00061179,imprimerie,Flers,61169,https://inventaire-patrimoine.normandie.fr/dossier/f0494843-26ec-42e0-bbf4-8080825095af
IA00061180,usine de confection,Flers,61169,https://inventaire-patrimoine.normandie.fr/dossier/61fb0335-994b-405b-b856-3656ce4464c5
IA00061181,usine d'articles en caoutchouc,Flers,61169,https://inventaire-patrimoine.normandie.fr/dossier/b29aae84-af18-4631-9cf4-93b723417003
IA00061182,usine de serrurerie,Flers,61169,https://inventaire-patrimoine.normandie.fr/dossier/4259792c-93a9-4c04-84d8-f247dde73c2f
IA00061183,fonderie Fauvel,Flers,61169,https://inventaire-patrimoine.normandie.fr/dossier/a309be3b-bd36-4e58-9477-3d40c013effb
IA00061184,fonderie des Rochettes,Flers,61169,https://inventaire-patrimoine.normandie.fr/dossier/a6ab735f-2409-4c1b-87d6-6e2e2125973e
IA00061185,"distillerie, cidrerie",Gacé,61181,https://inventaire-patrimoine.normandie.fr/dossier/2d0b8b65-128a-41b8-84ea-f7e285191de0
IA00061186,usine de transformation des métaux,Messei,61278,https://inventaire-patrimoine.normandie.fr/dossier/6ed31cec-86d1-4f1f-907a-11a00a5fb38c
IA00061187,"affinerie, moulin à farine",Larchamp,61223,https://inventaire-patrimoine.normandie.fr/dossier/699c57f0-e01e-41d9-b930-84b8d7fa8b8f
IA00061188,fenderie de fer,Larchamp,61223,https://inventaire-patrimoine.normandie.fr/dossier/09e650e5-9c9f-4eb4-b94b-33919a83410b
IA00061189,moulin à farine,Flers,61169,https://inventaire-patrimoine.normandie.fr/dossier/39a27714-3083-43ee-92c0-69995cdaa3a8
IA00061190,filature,Saint-Pierre-du-Regard,61447,https://inventaire-patrimoine.normandie.fr/dossier/70887682-2e05-4379-8508-48715db32ccd
IA00061191,tissage,Saint-Georges-des-Groseillers,61391,https://inventaire-patrimoine.normandie.fr/dossier/7d8065d7-1e45-4b91-a03a-de2e1cff3468
IA00061192,moulin à farine,Saint-Loyer-des-Champs,61417,https://inventaire-patrimoine.normandie.fr/dossier/b29f7a1a-e314-4639-a3ed-1b832661a43c
IA00061193,briqueterie,Saint-Nicolas-des-Laitiers,61434,https://inventaire-patrimoine.normandie.fr/dossier/beba1c2b-c9f0-4446-96b0-bc38776f6c30
IA00061194,tuilerie Sans Pareil,Sévigny,61472,https://inventaire-patrimoine.normandie.fr/dossier/9951dd86-5305-45e0-bdb4-2327005bd36e
IA00061195,moulin à farine,Sevrai,61473,https://inventaire-patrimoine.normandie.fr/dossier/7ebcc0dc-dce8-474f-81ad-36bb44b1c41d
IA00061196,moulin à farine,Ticheville,61485,https://inventaire-patrimoine.normandie.fr/dossier/163d7741-afdb-4087-9199-5d0f98975646
IA00061197,tuilerie,Trun,61494,https://inventaire-patrimoine.normandie.fr/dossier/82ece625-4edb-4a32-9547-9305a585b7d1
IA00061198,usine de confection,Saint-Georges-des-Groseillers,61391,https://inventaire-patrimoine.normandie.fr/dossier/5e90b6f8-af9a-4a95-bff4-17259c8e51e7
IA00061199,fromagerie industrielle,Saint-Georges-des-Groseillers,61391,https://inventaire-patrimoine.normandie.fr/dossier/d2e40e28-1bce-4663-b0b1-a1d187703ccc
IA00061200,cité ouvrière,La Ferrière-aux-Étangs,61163,https://inventaire-patrimoine.normandie.fr/dossier/66d20efd-da21-4629-a916-af31169501dc
IA00061201,cité ouvrière,La Ferrière-aux-Étangs,61163,https://inventaire-patrimoine.normandie.fr/dossier/88db30e7-e1d6-455f-bdb1-1e8df396a1e4
IA00061202,usine d'extraction,La Ferrière-aux-Étangs,61163,https://inventaire-patrimoine.normandie.fr/dossier/66d0a00e-32b7-4c86-8bf8-53ff925f1760
IA00061203,moulin à farine,Domfront,61145,https://inventaire-patrimoine.normandie.fr/dossier/5f52703f-f04a-4fcb-ae05-4d0e785b38f7
IA00062725,usine liée au travail du bois,Le Château-d'Almenêches,61101,https://inventaire-patrimoine.normandie.fr/dossier/49e5b7dc-d567-484c-ae8e-30a071d64f6f
IA61001399,les fromageries industrielles disparues de l'Orne,,,https://inventaire-patrimoine.normandie.fr/dossier/2cbba5e5-db84-440b-b412-b7be1a7308fe
